Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,Region,Region Code,State,State Code,Count
,Melanoma of the Skin,25010,Female,F,2005,2005,Northeast,CENS-R1,Vermont,50,108
,Melanoma of the Skin,25010,Female,F,2005,2005,Northeast,CENS-R1,New Jersey,34,912
,Melanoma of the Skin,25010,Female,F,2005,2005,Northeast,CENS-R1,New York,36,1398
,Melanoma of the Skin,25010,Female,F,2005,2005,Northeast,CENS-R1,Pennsylvania,42,1138
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Illinois,17,935
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Indiana,18,468
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Michigan,26,908
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Ohio,39,1180
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Wisconsin,55,450
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Iowa,19,267
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Kansas,20,259
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Minnesota,27,479
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Missouri,29,448
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,Nebraska,31,149
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,North Dakota,38,46
,Melanoma of the Skin,25010,Female,F,2005,2005,Midwest,CENS-R2,South Dakota,46,52
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Delaware,10,90
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,District of Columbia,11,28
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Florida,12,1683
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Georgia,13,765
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Maryland,24,511
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,North Carolina,37,788
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,South Carolina,45,409
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Virginia,51,668
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,West Virginia,54,166
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Alabama,1,375
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Kentucky,21,438
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Mississippi,28,171
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Tennessee,47,509
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Arkansas,5,149
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Louisiana,22,230
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Oklahoma,40,272
,Melanoma of the Skin,25010,Female,F,2005,2005,South,CENS-R3,Texas,48,1156
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Arizona,4,354
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Colorado,8,442
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Idaho,16,157
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Montana,30,86
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Nevada,32,143
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,New Mexico,35,151
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Utah,49,239
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Wyoming,56,55
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Alaska,2,25
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,California,6,2911
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Hawaii,15,104
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Oregon,41,491
,Melanoma of the Skin,25010,Female,F,2005,2005,West,CENS-R4,Washington,53,775
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,Connecticut,9,414
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,Maine,23,153
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,Massachusetts,25,784
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,New Hampshire,33,166
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,Rhode Island,44,123
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,Vermont,50,95
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,New Jersey,34,926
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,New York,36,1567
,Melanoma of the Skin,25010,Female,F,2006,2006,Northeast,CENS-R1,Pennsylvania,42,1165
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Illinois,17,942
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Indiana,18,524
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Michigan,26,801
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Ohio,39,1106
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Wisconsin,55,432
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Iowa,19,303
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Kansas,20,286
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Minnesota,27,520
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Missouri,29,438
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,Nebraska,31,134
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,North Dakota,38,58
,Melanoma of the Skin,25010,Female,F,2006,2006,Midwest,CENS-R2,South Dakota,46,58
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Delaware,10,111
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,District of Columbia,11,23
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Florida,12,1565
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Georgia,13,786
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Maryland,24,487
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,North Carolina,37,823
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,South Carolina,45,419
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Virginia,51,673
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,West Virginia,54,160
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Alabama,1,367
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Kentucky,21,423
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Mississippi,28,189
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Tennessee,47,585
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Arkansas,5,186
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Louisiana,22,244
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Oklahoma,40,299
,Melanoma of the Skin,25010,Female,F,2006,2006,South,CENS-R3,Texas,48,1163
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Arizona,4,415
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Colorado,8,482
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Idaho,16,108
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Montana,30,101
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Nevada,32,133
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,New Mexico,35,137
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Utah,49,236
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Wyoming,56,41
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Alaska,2,30
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,California,6,2817
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Hawaii,15,108
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Oregon,41,458
,Melanoma of the Skin,25010,Female,F,2006,2006,West,CENS-R4,Washington,53,759
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,Connecticut,9,420
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,Maine,23,166
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,Massachusetts,25,735
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,New Hampshire,33,149
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,Rhode Island,44,99
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,Vermont,50,87
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,New Jersey,34,948
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,New York,36,1456
,Melanoma of the Skin,25010,Female,F,2007,2007,Northeast,CENS-R1,Pennsylvania,42,1130
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Illinois,17,994
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Indiana,18,516
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Michigan,26,908
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Ohio,39,1086
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Wisconsin,55,499
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Iowa,19,298
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Kansas,20,264
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Minnesota,27,578
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Missouri,29,492
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,Nebraska,31,157
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,North Dakota,38,72
,Melanoma of the Skin,25010,Female,F,2007,2007,Midwest,CENS-R2,South Dakota,46,67
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Delaware,10,83
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,District of Columbia,11,21
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Florida,12,1762
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Georgia,13,802
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Maryland,24,567
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,North Carolina,37,853
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,South Carolina,45,471
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Virginia,51,773
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,West Virginia,54,199
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Alabama,1,391
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Kentucky,21,475
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Mississippi,28,191
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Tennessee,47,588
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Arkansas,5,189
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Louisiana,22,249
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Oklahoma,40,325
,Melanoma of the Skin,25010,Female,F,2007,2007,South,CENS-R3,Texas,48,1251
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Arizona,4,383
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Colorado,8,478
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Idaho,16,151
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Montana,30,96
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Nevada,32,150
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,New Mexico,35,121
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Utah,49,252
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Wyoming,56,50
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Alaska,2,32
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,California,6,3015
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Hawaii,15,103
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Oregon,41,449
,Melanoma of the Skin,25010,Female,F,2007,2007,West,CENS-R4,Washington,53,737
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,Connecticut,9,438
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,Maine,23,148
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,Massachusetts,25,743
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,New Hampshire,33,173
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,Rhode Island,44,119
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,Vermont,50,82
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,New Jersey,34,861
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,New York,36,1551
,Melanoma of the Skin,25010,Female,F,2008,2008,Northeast,CENS-R1,Pennsylvania,42,1151
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Illinois,17,1008
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Indiana,18,530
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Michigan,26,955
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Ohio,39,1135
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Wisconsin,55,503
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Iowa,19,306
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Kansas,20,299
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Minnesota,27,609
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Missouri,29,455
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,Nebraska,31,151
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,North Dakota,38,63
,Melanoma of the Skin,25010,Female,F,2008,2008,Midwest,CENS-R2,South Dakota,46,57
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Delaware,10,86
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Florida,12,1736
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Georgia,13,770
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Maryland,24,527
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,North Carolina,37,931
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,South Carolina,45,509
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Virginia,51,686
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,West Virginia,54,173
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Alabama,1,429
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Kentucky,21,434
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Mississippi,28,216
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Tennessee,47,532
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Arkansas,5,192
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Louisiana,22,248
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Oklahoma,40,259
,Melanoma of the Skin,25010,Female,F,2008,2008,South,CENS-R3,Texas,48,1271
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Arizona,4,415
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Colorado,8,464
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Idaho,16,115
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Montana,30,105
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Nevada,32,165
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,New Mexico,35,195
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Utah,49,230
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Wyoming,56,63
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Alaska,2,26
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,California,6,3098
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Hawaii,15,107
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Oregon,41,547
,Melanoma of the Skin,25010,Female,F,2008,2008,West,CENS-R4,Washington,53,783
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,Connecticut,9,419
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,Maine,23,159
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,Massachusetts,25,734
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,New Hampshire,33,164
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,Rhode Island,44,116
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,Vermont,50,102
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,New Jersey,34,874
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,New York,36,1628
,Melanoma of the Skin,25010,Female,F,2009,2009,Northeast,CENS-R1,Pennsylvania,42,1309
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Illinois,17,1048
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Indiana,18,530
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Michigan,26,969
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Ohio,39,1218
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Wisconsin,55,558
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Iowa,19,342
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Kansas,20,304
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Minnesota,27,696
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Missouri,29,524
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,Nebraska,31,156
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,North Dakota,38,73
,Melanoma of the Skin,25010,Female,F,2009,2009,Midwest,CENS-R2,South Dakota,46,74
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Delaware,10,121
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,District of Columbia,11,29
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Florida,12,1768
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Georgia,13,836
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Maryland,24,498
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,North Carolina,37,1066
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,South Carolina,45,504
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Virginia,51,660
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,West Virginia,54,209
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Alabama,1,468
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Kentucky,21,453
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Mississippi,28,221
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Tennessee,47,667
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Arkansas,5,221
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Louisiana,22,308
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Oklahoma,40,290
,Melanoma of the Skin,25010,Female,F,2009,2009,South,CENS-R3,Texas,48,1245
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Arizona,4,500
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Colorado,8,473
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Idaho,16,181
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Montana,30,109
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Nevada,32,189
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,New Mexico,35,159
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Utah,49,285
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Wyoming,56,46
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Alaska,2,29
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,California,6,3043
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Hawaii,15,115
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Oregon,41,478
,Melanoma of the Skin,25010,Female,F,2009,2009,West,CENS-R4,Washington,53,801
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,Connecticut,9,393
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,Maine,23,147
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,Massachusetts,25,734
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,New Hampshire,33,201
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,Rhode Island,44,131
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,Vermont,50,102
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,New Jersey,34,948
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,New York,36,1554
,Melanoma of the Skin,25010,Female,F,2010,2010,Northeast,CENS-R1,Pennsylvania,42,1382
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Illinois,17,991
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Indiana,18,617
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Michigan,26,841
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Ohio,39,1103
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Wisconsin,55,628
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Iowa,19,395
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Kansas,20,279
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Minnesota,27,725
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Missouri,29,457
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,Nebraska,31,164
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,North Dakota,38,87
,Melanoma of the Skin,25010,Female,F,2010,2010,Midwest,CENS-R2,South Dakota,46,87
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Delaware,10,132
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,District of Columbia,11,20
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Florida,12,1748
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Georgia,13,945
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Maryland,24,578
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,North Carolina,37,954
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,South Carolina,45,481
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Virginia,51,619
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,West Virginia,54,188
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Alabama,1,457
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Kentucky,21,508
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Mississippi,28,205
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Tennessee,47,632
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Arkansas,5,183
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Louisiana,22,271
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Oklahoma,40,229
,Melanoma of the Skin,25010,Female,F,2010,2010,South,CENS-R3,Texas,48,1188
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Arizona,4,420
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Colorado,8,459
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Idaho,16,154
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Montana,30,123
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Nevada,32,171
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,New Mexico,35,186
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Utah,49,298
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Wyoming,56,75
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Alaska,2,41
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,California,6,3084
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Hawaii,15,113
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Oregon,41,530
,Melanoma of the Skin,25010,Female,F,2010,2010,West,CENS-R4,Washington,53,924
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,Connecticut,9,369
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,Maine,23,167
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,Massachusetts,25,748
,Melanoma of the Skin,25010,Female,F,2011,2011,Northeast,CENS-R1,New Hampshire,33,193
